"","order_id","cust_id","prod_id","order_quantity","order_date","order_value","order_price"
"450","o251","cust068","prod20",8,2022-10-04,286.64,35.83
"451","o309","cust010","prod18",9,2022-01-01,827.64,91.96
"452","o056","cust020","prod20",7,2024-01-27,250.81,35.83
"453","o186","cust088","prod18",5,2022-02-06,459.8,91.96
"454","o043","cust055","prod15",3,2023-04-26,68.52,22.84
"455","o313","cust080","prod19",2,2023-08-24,2.292,1.146
"456","o098","cust014","prod16",8,2023-02-25,151.328,18.916
"457","o214","cust046","prod20",7,2023-09-17,250.81,35.83
"458","o452","cust009","prod14",1,2023-04-14,3.27,3.27
"459","o112","cust027","prod16",2,2022-10-04,37.832,18.916
"460","o025","cust068","prod10",8,2022-11-21,106.64,13.33
"461","o303","cust025","prod13",4,2022-10-28,34.26,8.565
"462","o445","cust018","prod14",5,2023-02-25,16.35,3.27
"463","o090","cust097","prod02",2,2023-07-07,136.9,68.45
"464","o176","cust032","prod01",4,2022-12-27,194.4,48.6
"465","o258","cust017","prod05",1,2023-07-19,52.06,52.06
"466","o410","cust054","prod03",8,2023-09-29,793.44,99.18
"467","o226","cust075","prod09",10,2024-01-27,626.9,62.69
"468","o420","cust011","prod03",6,2022-01-01,595.08,99.18
"469","o140","cust061","prod01",10,2022-08-17,486,48.6
"470","o279","cust089","prod05",10,2023-11-16,520.6,52.06
"471","o215","cust056","prod03",3,2023-05-08,297.54,99.18
"472","o237","cust061","prod02",4,2022-11-21,273.8,68.45
"473","o065","cust020","prod04",8,2022-09-22,228.48,28.56
"474","o008","cust063","prod05",10,2023-11-16,520.6,52.06
"475","o181","cust001","prod01",5,2022-08-05,243,48.6
"476","o374","cust057","prod02",4,2022-03-14,273.8,68.45
"477","o425","cust038","prod06",9,2023-07-07,831.96,92.44
"478","o361","cust069","prod07",9,2023-09-05,83.772,9.308
"479","o211","cust014","prod14",1,2023-08-24,3.27,3.27
"480","o009","cust034","prod01",5,2023-08-12,243,48.6
"481","o072","cust032","prod05",9,2022-06-30,468.54,52.06
"482","o369","cust042","prod08",4,2024-02-08,119.48,29.87
"483","o028","cust006","prod11",7,2023-05-08,136.374,19.482
"484","o161","cust020","prod15",4,2022-10-16,91.36,22.84
"485","o017","cust006","prod06",2,2023-10-11,184.88,92.44
"486","o418","cust090","prod03",3,2022-01-01,297.54,99.18
"487","o475","cust095","prod11",7,2022-04-19,136.374,19.482
"488","o175","cust068","prod07",10,2022-11-09,93.08,9.308
"489","o058","cust090","prod02",5,2022-02-18,342.25,68.45
"490","o036","cust090","prod02",4,2023-11-04,273.8,68.45
"491","o087","cust034","prod05",5,2023-12-10,260.3,52.06
"492","o243","cust084","prod04",10,2023-05-20,285.6,28.56
"493","o231","cust087","prod10",5,2022-02-18,66.65,13.33
"494","o317","cust056","prod03",9,2023-04-26,892.62,99.18
"495","o416","cust078","prod03",3,2022-09-10,297.54,99.18
"496","o061","cust092","prod01",7,2023-03-09,340.2,48.6
"497","o062","cust011","prod12",9,2023-12-22,277.11,30.79
"498","o220","cust040","prod05",3,2023-07-07,156.18,52.06
"499","o160","cust094","prod07",1,2022-08-17,9.308,9.308
"500","o381","cust036","prod05",6,2024-02-20,312.36,52.06
"501","o052","cust003","prod07",5,2023-03-09,46.54,9.308
"502","o175","cust068","prod05",10,2022-11-09,520.6,52.06
"503","o014","cust048","prod13",1,2022-03-26,8.565,8.565
"504","o151","cust016","prod05",10,2023-01-08,520.6,52.06
"505","o257","cust066","prod03",1,2023-02-01,99.18,99.18
"506","o004","cust063","prod04",3,2023-05-20,85.68,28.56
"507","o275","cust018","prod08",2,2023-09-17,59.74,29.87
"508","o341","cust022","prod13",7,2023-12-22,59.955,8.565
"509","o283","cust021","prod03",6,2023-01-20,595.08,99.18
"510","o364","cust083","prod04",10,2023-02-25,285.6,28.56
"511","o088","cust020","prod04",9,2022-03-26,257.04,28.56
"512","o319","cust044","prod08",1,2022-04-07,29.87,29.87
"513","o039","cust041","prod11",6,2022-11-21,116.892,19.482
"514","o197","cust021","prod07",1,2023-01-20,9.308,9.308
"515","o426","cust032","prod02",7,2022-05-25,479.15,68.45
"516","o406","cust097","prod08",8,2024-01-15,238.96,29.87
"517","o019","cust070","prod09",4,2023-10-23,250.76,62.69
"518","o330","cust026","prod04",9,2023-10-11,257.04,28.56
"519","o240","cust066","prod15",5,2024-01-27,114.2,22.84
"520","o174","cust054","prod15",5,2022-11-21,114.2,22.84
"521","o185","cust088","prod14",10,2024-01-15,32.7,3.27
"522","o323","cust069","prod04",2,2022-01-13,57.12,28.56
"523","o244","cust023","prod01",4,2022-08-17,194.4,48.6
"524","o186","cust088","prod15",10,2022-02-06,228.4,22.84
"525","o434","cust012","prod05",8,2022-05-01,416.48,52.06
"526","o211","cust014","prod11",9,2023-08-24,175.338,19.482
"527","o191","cust008","prod05",8,2023-04-02,416.48,52.06
"528","o024","cust002","prod01",8,2022-10-28,388.8,48.6
"529","o270","cust091","prod07",9,2022-06-30,83.772,9.308
"530","o298","cust004","prod05",1,2022-01-01,52.06,52.06
"531","o049","cust056","prod13",2,2022-03-26,17.13,8.565
"532","o071","cust020","prod04",10,2022-01-25,285.6,28.56
"533","o246","cust032","prod03",7,2022-06-30,694.26,99.18
"534","o436","cust091","prod07",5,2022-10-28,46.54,9.308
"535","o437","cust026","prod16",8,2024-01-15,151.328,18.916
"536","o007","cust041","prod02",10,2023-07-31,684.5,68.45
"537","o108","cust093","prod07",3,2022-07-24,27.924,9.308
"538","o380","cust032","prod14",3,2024-02-20,9.81,3.27
"539","o317","cust056","prod15",9,2023-04-26,205.56,22.84
"540","o382","cust082","prod10",3,2022-08-17,39.99,13.33
"541","o415","cust063","prod06",1,2022-07-24,92.44,92.44
"542","o239","cust086","prod06",8,2022-05-01,739.52,92.44
"543","o167","cust017","prod06",6,2022-12-03,554.64,92.44
"544","o460","cust006","prod10",8,2023-07-07,106.64,13.33
"545","o437","cust026","prod09",3,2024-01-15,188.07,62.69
"546","o372","cust038","prod03",5,2023-10-23,495.9,99.18
"547","o305","cust049","prod03",2,2022-06-06,198.36,99.18
"548","o129","cust032","prod09",5,2023-11-16,313.45,62.69
"549","o474","cust086","prod16",8,2022-10-04,151.328,18.916
"550","o005","cust047","prod11",10,2023-10-11,194.82,19.482
"551","o126","cust064","prod01",2,2022-08-29,97.2,48.6
"552","o081","cust029","prod03",5,2023-05-08,495.9,99.18
"553","o220","cust040","prod08",7,2023-07-07,209.09,29.87
"554","o189","cust048","prod03",7,2024-01-27,694.26,99.18
"555","o179","cust073","prod03",6,2022-06-18,595.08,99.18
"556","o051","cust053","prod05",10,2023-04-02,520.6,52.06
"557","o372","cust038","prod15",9,2023-10-23,205.56,22.84
"558","o127","cust020","prod16",10,2022-06-18,189.16,18.916
"559","o188","cust065","prod07",8,2023-05-08,74.464,9.308
"560","o302","cust052","prod11",3,2022-12-03,58.446,19.482
"561","o442","cust073","prod03",3,2022-01-13,297.54,99.18
"562","o325","cust062","prod15",7,2023-08-12,159.88,22.84
"563","o195","cust004","prod16",7,2022-03-26,132.412,18.916
"564","o371","cust004","prod07",9,2024-01-15,83.772,9.308
"565","o324","cust075","prod14",7,2022-08-17,22.89,3.27
"566","o420","cust011","prod16",3,2022-01-01,56.748,18.916
"567","o331","cust048","prod07",1,2022-01-25,9.308,9.308
"568","o351","cust088","prod05",6,2023-10-23,312.36,52.06
"569","o312","cust092","prod04",10,2023-01-08,285.6,28.56
"570","o193","cust092","prod05",8,2022-03-26,416.48,52.06
"571","o296","cust001","prod11",5,2023-12-22,97.41,19.482
"572","o141","cust013","prod04",10,2022-08-29,285.6,28.56
"573","o210","cust001","prod02",9,2022-11-09,616.05,68.45
"574","o107","cust018","prod09",2,2022-11-21,125.38,62.69
"575","o309","cust010","prod04",1,2022-01-01,28.56,28.56
"576","o388","cust079","prod09",2,2022-08-29,125.38,62.69
"577","o394","cust001","prod09",1,2023-06-25,62.69,62.69
"578","o469","cust088","prod07",8,2022-06-06,74.464,9.308
"579","o171","cust073","prod10",3,2022-12-27,39.99,13.33
"580","o164","cust097","prod16",6,2023-04-02,113.496,18.916
"581","o367","cust017","prod03",3,2022-05-13,297.54,99.18
"582","o075","cust093","prod10",9,2022-07-24,119.97,13.33
"583","o404","cust021","prod03",8,2023-09-05,793.44,99.18
"584","o227","cust007","prod11",8,2022-03-02,155.856,19.482
"585","o153","cust054","prod11",1,2023-04-02,19.482,19.482
"586","o397","cust072","prod16",5,2023-11-04,94.58,18.916
"587","o130","cust061","prod11",1,2023-02-25,19.482,19.482
"588","o092","cust055","prod16",10,2022-02-06,189.16,18.916
"589","o057","cust001","prod11",6,2022-02-06,116.892,19.482
"590","o208","cust087","prod07",3,2022-09-22,27.924,9.308
"591","o185","cust088","prod11",9,2024-01-15,175.338,19.482
"592","o033","cust028","prod11",6,2023-04-02,116.892,19.482
"593","o221","cust072","prod05",2,2022-07-24,104.12,52.06
"594","o408","cust050","prod06",10,2023-06-25,924.4,92.44
"595","o497","cust061","prod03",1,2023-06-01,99.18,99.18
"596","o491","cust097","prod05",8,2023-11-16,416.48,52.06
"597","o498","cust096","prod02",2,2022-10-16,136.9,68.45
"598","o012","cust042","prod04",1,2023-05-08,28.56,28.56
"599","o088","cust020","prod10",5,2022-03-26,66.65,13.33
"600","o295","cust049","prod11",10,2023-01-08,194.82,19.482
"601","o495","cust089","prod16",3,2022-03-14,56.748,18.916
"602","o411","cust076","prod16",6,2022-09-10,113.496,18.916
"603","o154","cust025","prod04",9,2022-05-13,257.04,28.56
"604","o413","cust026","prod16",9,2023-01-08,170.244,18.916
"605","o401","cust037","prod10",5,2022-03-02,66.65,13.33
"606","o498","cust096","prod16",9,2022-10-16,170.244,18.916
"607","o482","cust074","prod11",10,2023-10-11,194.82,19.482
"608","o014","cust048","prod04",4,2022-03-26,114.24,28.56
"609","o175","cust068","prod02",5,2022-11-09,342.25,68.45
"610","o487","cust070","prod11",5,2023-12-10,97.41,19.482
"611","o277","cust059","prod11",2,2023-01-08,38.964,19.482
"612","o060","cust074","prod05",2,2023-01-20,104.12,52.06
"613","o090","cust097","prod02",7,2023-07-07,479.15,68.45
"614","o076","cust075","prod10",7,2022-06-30,93.31,13.33
"615","o285","cust049","prod15",9,2022-05-25,205.56,22.84
"616","o407","cust080","prod05",4,2023-08-24,208.24,52.06
"617","o075","cust093","prod04",10,2022-07-24,285.6,28.56
"618","o036","cust090","prod06",1,2023-11-04,92.44,92.44
"619","o002","cust040","prod06",1,2023-11-04,92.44,92.44
"620","o132","cust050","prod01",7,2023-04-14,340.2,48.6
"621","o384","cust095","prod01",6,2022-09-10,291.6,48.6
"622","o211","cust014","prod16",1,2023-08-24,18.916,18.916
"623","o214","cust046","prod01",2,2023-09-17,97.2,48.6
"624","o410","cust054","prod07",1,2023-09-29,9.308,9.308
"625","o173","cust037","prod07",6,2023-10-23,55.848,9.308
"626","o128","cust047","prod12",2,2022-10-04,61.58,30.79
"627","o235","cust076","prod17",7,2023-06-13,55.216,7.888
"628","o063","cust046","prod10",2,2023-08-12,26.66,13.33
"629","o447","cust077","prod15",2,2023-06-25,45.68,22.84
"630","o289","cust017","prod06",5,2023-05-08,462.2,92.44
"631","o308","cust098","prod11",5,2023-04-14,97.41,19.482
"632","o497","cust061","prod15",1,2023-06-01,22.84,22.84
"633","o230","cust100","prod12",9,2023-07-19,277.11,30.79
"634","o378","cust095","prod06",10,2024-02-20,924.4,92.44
"635","o316","cust067","prod06",6,2022-06-06,554.64,92.44
"636","o123","cust085","prod10",2,2023-01-20,26.66,13.33
"637","o398","cust023","prod12",2,2022-04-07,61.58,30.79
"638","o093","cust019","prod06",6,2022-05-13,554.64,92.44
"639","o254","cust093","prod06",5,2022-04-19,462.2,92.44
"640","o073","cust027","prod06",7,2022-07-24,647.08,92.44
"641","o084","cust049","prod06",4,2022-07-12,369.76,92.44
"642","o135","cust032","prod15",6,2023-08-12,137.04,22.84
"643","o038","cust004","prod17",5,2022-03-02,39.44,7.888
"644","o009","cust034","prod05",8,2023-08-12,416.48,52.06
"645","o242","cust046","prod17",3,2023-02-25,23.664,7.888
"646","o036","cust090","prod10",1,2023-11-04,13.33,13.33
"647","o252","cust056","prod06",7,2023-11-28,647.08,92.44
"648","o497","cust061","prod17",9,2023-06-01,70.992,7.888
"649","o022","cust068","prod17",8,2022-05-01,63.104,7.888
"650","o351","cust088","prod10",2,2023-10-23,26.66,13.33
"651","o205","cust075","prod17",4,2023-02-01,31.552,7.888
"652","o169","cust005","prod15",4,2023-11-04,91.36,22.84
"653","o356","cust083","prod11",7,2022-11-21,136.374,19.482
"654","o320","cust014","prod05",5,2023-05-08,260.3,52.06
"655","o276","cust091","prod15",4,2023-01-08,91.36,22.84
"656","o207","cust006","prod12",4,2023-05-08,123.16,30.79
"657","o029","cust058","prod16",4,2022-08-17,75.664,18.916
"658","o266","cust004","prod17",1,2022-11-09,7.888,7.888
"659","o185","cust088","prod05",6,2024-01-15,312.36,52.06
"660","o061","cust092","prod12",10,2023-03-09,307.9,30.79
"661","o227","cust007","prod16",10,2022-03-02,189.16,18.916
"662","o290","cust053","prod01",10,2022-01-25,486,48.6
"663","o395","cust031","prod17",3,2024-02-08,23.664,7.888
"664","o001","cust048","prod08",7,2023-01-20,209.09,29.87
"665","o386","cust005","prod17",7,2023-08-12,55.216,7.888
"666","o193","cust092","prod01",4,2022-03-26,194.4,48.6
"667","o388","cust079","prod07",3,2022-08-29,27.924,9.308
"668","o258","cust017","prod17",6,2023-07-19,47.328,7.888
"669","o334","cust063","prod17",3,2023-07-07,23.664,7.888
"670","o443","cust070","prod17",3,2022-10-16,23.664,7.888
"671","o044","cust098","prod07",7,2023-12-22,65.156,9.308
"672","o294","cust067","prod12",8,2023-04-14,246.32,30.79
"673","o463","cust052","prod05",6,2022-04-19,312.36,52.06
"674","o460","cust006","prod12",7,2023-07-07,215.53,30.79
"675","o201","cust089","prod11",1,2023-02-13,19.482,19.482
"676","o488","cust072","prod15",2,2024-02-20,45.68,22.84
"677","o056","cust020","prod07",10,2024-01-27,93.08,9.308
"678","o220","cust040","prod16",4,2023-07-07,75.664,18.916
"679","o136","cust004","prod02",10,2023-05-20,684.5,68.45
"680","o310","cust072","prod16",3,2023-05-20,56.748,18.916
"681","o170","cust002","prod18",1,2023-06-01,91.96,91.96
"682","o184","cust025","prod07",5,2022-07-12,46.54,9.308
"683","o297","cust081","prod11",1,2022-02-06,19.482,19.482
"684","o032","cust089","prod02",4,2022-07-24,273.8,68.45
"685","o007","cust041","prod12",5,2023-07-31,153.95,30.79
"686","o261","cust088","prod16",4,2023-02-13,75.664,18.916
"687","o454","cust063","prod18",4,2022-05-25,367.84,91.96
"688","o405","cust063","prod12",8,2023-11-28,246.32,30.79
"689","o069","cust057","prod01",8,2023-04-14,388.8,48.6
"690","o232","cust027","prod02",4,2022-10-16,273.8,68.45
"691","o337","cust046","prod07",8,2023-09-29,74.464,9.308
"692","o112","cust027","prod12",10,2022-10-04,307.9,30.79
"693","o271","cust044","prod14",9,2023-10-23,29.43,3.27
"694","o224","cust092","prod11",5,2023-10-23,97.41,19.482
"695","o313","cust080","prod16",7,2023-08-24,132.412,18.916
"696","o188","cust065","prod13",6,2023-05-08,51.39,8.565
"697","o274","cust049","prod02",3,2022-01-01,205.35,68.45
"698","o337","cust046","prod09",9,2023-09-29,564.21,62.69
"699","o006","cust055","prod05",9,2022-03-02,468.54,52.06
"700","o471","cust016","prod12",9,2022-11-09,277.11,30.79
"701","o368","cust054","prod07",2,2022-07-24,18.616,9.308
"702","o384","cust095","prod01",3,2022-09-10,145.8,48.6
"703","o336","cust046","prod07",6,2023-11-16,55.848,9.308
"704","o165","cust025","prod06",2,2023-12-22,184.88,92.44
"705","o287","cust033","prod16",5,2023-11-16,94.58,18.916
"706","o450","cust100","prod04",4,2024-02-08,114.24,28.56
"707","o116","cust099","prod18",3,2022-08-29,275.88,91.96
"708","o391","cust084","prod13",8,2023-07-07,68.52,8.565
"709","o189","cust048","prod18",1,2024-01-27,91.96,91.96
"710","o460","cust006","prod07",8,2023-07-07,74.464,9.308
"711","o043","cust055","prod09",4,2023-04-26,250.76,62.69
"712","o173","cust037","prod18",3,2023-10-23,275.88,91.96
"713","o431","cust034","prod18",3,2022-11-09,275.88,91.96
"714","o050","cust007","prod15",6,2024-01-27,137.04,22.84
"715","o451","cust088","prod07",10,2023-07-19,93.08,9.308
"716","o474","cust086","prod06",7,2022-10-04,647.08,92.44
"717","o096","cust023","prod11",3,2022-12-27,58.446,19.482
"718","o405","cust063","prod02",3,2023-11-28,205.35,68.45
"719","o269","cust038","prod04",8,2023-03-09,228.48,28.56
"720","o207","cust006","prod08",10,2023-05-08,298.7,29.87
"721","o247","cust067","prod18",4,2023-05-08,367.84,91.96
"722","o031","cust019","prod06",1,2022-06-06,92.44,92.44
"723","o372","cust038","prod13",8,2023-10-23,68.52,8.565
"724","o440","cust062","prod08",5,2023-10-23,149.35,29.87
"725","o489","cust002","prod08",9,2022-10-28,268.83,29.87
"726","o195","cust004","prod16",9,2022-03-26,170.244,18.916
"727","o045","cust067","prod08",5,2022-08-29,149.35,29.87
"728","o336","cust046","prod13",10,2023-11-16,85.65,8.565
"729","o141","cust013","prod11",9,2022-08-29,175.338,19.482
"730","o237","cust061","prod02",5,2022-11-21,342.25,68.45
"731","o129","cust032","prod13",4,2023-11-16,34.26,8.565
"732","o439","cust091","prod18",1,2023-09-05,91.96,91.96
"733","o078","cust015","prod11",5,2022-07-24,97.41,19.482
"734","o377","cust027","prod18",10,2024-02-20,919.6,91.96
"735","o439","cust091","prod17",9,2023-09-05,70.992,7.888
"736","o249","cust020","prod18",1,2023-07-07,91.96,91.96
"737","o280","cust087","prod13",5,2023-10-11,42.825,8.565
"738","o091","cust096","prod06",9,2022-10-04,831.96,92.44
"739","o305","cust049","prod08",1,2022-06-06,29.87,29.87
"740","o445","cust018","prod19",6,2023-02-25,6.876,1.146
"741","o126","cust064","prod11",6,2022-08-29,116.892,19.482
"742","o444","cust046","prod08",10,2022-01-01,298.7,29.87
"743","o227","cust007","prod17",4,2022-03-02,31.552,7.888
"744","o203","cust054","prod17",8,2022-11-21,63.104,7.888
"745","o072","cust032","prod13",7,2022-06-30,59.955,8.565
"746","o159","cust090","prod13",2,2022-12-03,17.13,8.565
"747","o240","cust066","prod13",4,2024-01-27,34.26,8.565
"748","o417","cust075","prod03",8,2023-04-14,793.44,99.18
"749","o117","cust031","prod08",2,2022-02-18,59.74,29.87
"750","o246","cust032","prod13",5,2022-06-30,42.825,8.565
"751","o046","cust073","prod19",9,2022-05-01,10.314,1.146
"752","o191","cust008","prod08",4,2023-04-02,119.48,29.87
"753","o111","cust079","prod01",10,2023-02-13,486,48.6
"754","o452","cust009","prod19",10,2023-04-14,11.46,1.146
"755","o119","cust045","prod19",2,2023-11-28,2.292,1.146
"756","o231","cust087","prod13",8,2022-02-18,68.52,8.565
"757","o241","cust081","prod03",7,2023-01-20,694.26,99.18
"758","o325","cust062","prod13",1,2023-08-12,8.565,8.565
"759","o454","cust063","prod19",4,2022-05-25,4.584,1.146
"760","o177","cust093","prod19",10,2022-03-26,11.46,1.146
"761","o341","cust022","prod19",3,2023-12-22,3.438,1.146
"762","o297","cust081","prod14",10,2022-02-06,32.7,3.27
"763","o181","cust001","prod19",10,2022-08-05,11.46,1.146
"764","o240","cust066","prod08",9,2024-01-27,268.83,29.87
"765","o433","cust006","prod19",5,2022-03-02,5.73,1.146
"766","o223","cust051","prod03",9,2022-04-07,892.62,99.18
"767","o234","cust061","prod08",10,2023-09-17,298.7,29.87
"768","o489","cust002","prod03",4,2022-10-28,396.72,99.18
"769","o390","cust047","prod19",2,2022-06-30,2.292,1.146
"770","o151","cust016","prod14",10,2023-01-08,32.7,3.27
"771","o176","cust032","prod07",4,2022-12-27,37.232,9.308
"772","o086","cust044","prod08",8,2022-07-24,238.96,29.87
"773","o327","cust078","prod07",7,2022-05-25,65.156,9.308
"774","o284","cust042","prod10",10,2022-02-18,133.3,13.33
"775","o435","cust058","prod19",8,2024-01-03,9.168,1.146
"776","o452","cust009","prod08",9,2023-04-14,268.83,29.87
"777","o040","cust061","prod03",10,2023-09-17,991.8,99.18
"778","o335","cust040","prod09",6,2024-01-03,376.14,62.69
"779","o396","cust005","prod14",10,2023-10-23,32.7,3.27
"780","o070","cust042","prod09",8,2023-07-07,501.52,62.69
"781","o289","cust017","prod19",9,2023-05-08,10.314,1.146
"782","o079","cust063","prod19",7,2022-09-22,8.022,1.146
"783","o121","cust081","prod01",1,2023-07-31,48.6,48.6
"784","o255","cust027","prod08",10,2022-07-12,298.7,29.87
"785","o245","cust080","prod09",3,2022-11-09,188.07,62.69
"786","o154","cust025","prod17",3,2022-05-13,23.664,7.888
"787","o473","cust005","prod19",4,2023-03-21,4.584,1.146
"788","o125","cust082","prod19",8,2022-11-09,9.168,1.146
"789","o159","cust090","prod03",7,2022-12-03,694.26,99.18
"790","o346","cust014","prod14",6,2022-12-27,19.62,3.27
"791","o467","cust097","prod14",2,2022-01-25,6.54,3.27
"792","o350","cust065","prod09",4,2023-09-17,250.76,62.69
"793","o253","cust094","prod09",1,2023-03-09,62.69,62.69
"794","o198","cust077","prod07",7,2023-10-23,65.156,9.308
"795","o230","cust100","prod09",10,2023-07-19,626.9,62.69
"796","o108","cust093","prod14",3,2022-07-24,9.81,3.27
"797","o332","cust025","prod17",10,2022-05-01,78.88,7.888
"798","o347","cust040","prod19",8,2022-11-09,9.168,1.146
"799","o115","cust015","prod19",10,2022-03-02,11.46,1.146
"800","o270","cust091","prod19",8,2022-06-30,9.168,1.146
"801","o109","cust012","prod14",2,2023-08-12,6.54,3.27
"802","o283","cust021","prod14",10,2023-01-20,32.7,3.27
"803","o178","cust015","prod20",3,2023-07-07,107.49,35.83
"804","o111","cust079","prod04",4,2023-02-13,114.24,28.56
"805","o461","cust007","prod09",5,2023-02-01,313.45,62.69
"806","o492","cust027","prod09",10,2022-07-12,626.9,62.69
"807","o344","cust041","prod18",9,2023-10-23,827.64,91.96
"808","o030","cust095","prod20",5,2023-02-25,179.15,35.83
"809","o457","cust067","prod09",2,2022-02-18,125.38,62.69
"810","o064","cust097","prod12",6,2023-02-13,184.74,30.79
"811","o449","cust080","prod16",1,2022-01-01,18.916,18.916
"812","o232","cust027","prod14",9,2022-10-16,29.43,3.27
"813","o206","cust011","prod14",8,2022-10-28,26.16,3.27
"814","o265","cust055","prod07",4,2023-11-16,37.232,9.308
"815","o482","cust074","prod14",8,2023-10-11,26.16,3.27
"816","o237","cust061","prod07",10,2022-11-21,93.08,9.308
"817","o134","cust069","prod20",7,2023-09-29,250.81,35.83
"818","o166","cust098","prod09",7,2023-10-11,438.83,62.69
"819","o275","cust018","prod09",9,2023-09-17,564.21,62.69
"820","o046","cust073","prod20",2,2022-05-01,71.66,35.83
"821","o201","cust089","prod13",2,2023-02-13,17.13,8.565
"822","o471","cust016","prod18",1,2022-11-09,91.96,91.96
"823","o054","cust029","prod18",5,2023-02-25,459.8,91.96
"824","o409","cust097","prod09",3,2023-03-21,188.07,62.69
"825","o214","cust046","prod11",7,2023-09-17,136.374,19.482
"826","o010","cust019","prod09",5,2022-08-05,313.45,62.69
"827","o021","cust006","prod15",7,2022-05-01,159.88,22.84
"828","o159","cust090","prod15",2,2022-12-03,45.68,22.84
"829","o255","cust027","prod20",3,2022-07-12,107.49,35.83
"830","o393","cust075","prod15",3,2023-09-29,68.52,22.84
"831","o290","cust053","prod20",9,2022-01-25,322.47,35.83
"832","o011","cust031","prod07",10,2022-06-30,93.08,9.308
"833","o138","cust064","prod20",8,2022-09-22,286.64,35.83
"834","o037","cust037","prod04",7,2022-08-29,199.92,28.56
"835","o217","cust098","prod15",5,2022-02-18,114.2,22.84
"836","o374","cust057","prod20",8,2022-03-14,286.64,35.83
"837","o408","cust050","prod16",2,2023-06-25,37.832,18.916
"838","o164","cust097","prod02",3,2023-04-02,205.35,68.45
"839","o490","cust011","prod20",9,2022-10-28,322.47,35.83
"840","o147","cust047","prod13",6,2022-10-16,51.39,8.565
"841","o272","cust069","prod10",9,2023-04-14,119.97,13.33
"842","o430","cust012","prod20",4,2022-08-17,143.32,35.83
"843","o285","cust049","prod08",10,2022-05-25,298.7,29.87
"844","o385","cust001","prod10",9,2022-12-27,119.97,13.33
"845","o492","cust027","prod10",4,2022-07-12,53.32,13.33
"846","o265","cust055","prod10",9,2023-11-16,119.97,13.33
"847","o066","cust029","prod08",3,2024-01-27,89.61,29.87
"848","o275","cust018","prod15",4,2023-09-17,91.36,22.84
"849","o225","cust034","prod20",1,2022-12-03,35.83,35.83
"850","o218","cust049","prod04",5,2023-11-16,142.8,28.56
"851","o446","cust049","prod20",2,2022-12-27,71.66,35.83
"852","o211","cust014","prod20",7,2023-08-24,250.81,35.83
"853","o156","cust071","prod15",2,2023-04-26,45.68,22.84
"854","o456","cust036","prod17",6,2023-08-24,47.328,7.888
"855","o031","cust019","prod15",7,2022-06-06,159.88,22.84
"856","o458","cust081","prod18",9,2022-03-14,827.64,91.96
"857","o232","cust027","prod04",2,2022-10-16,57.12,28.56
"858","o072","cust032","prod20",3,2022-06-30,107.49,35.83
"859","o057","cust001","prod19",7,2022-02-06,8.022,1.146
"860","o157","cust017","prod15",6,2022-06-18,137.04,22.84
"861","o485","cust034","prod15",10,2022-06-18,228.4,22.84
"862","o344","cust041","prod20",8,2023-10-23,286.64,35.83
"863","o156","cust071","prod10",4,2023-04-26,53.32,13.33
"864","o492","cust027","prod19",2,2022-07-12,2.292,1.146
"865","o441","cust026","prod04",6,2024-01-03,171.36,28.56
"866","o124","cust077","prod15",7,2023-07-31,159.88,22.84
"867","o397","cust072","prod15",2,2023-11-04,45.68,22.84
"868","o053","cust072","prod15",3,2023-06-01,68.52,22.84
"869","o087","cust034","prod15",5,2023-12-10,114.2,22.84
"870","o359","cust093","prod15",3,2024-02-20,68.52,22.84
"871","o314","cust009","prod15",8,2022-12-03,182.72,22.84
"872","o044","cust098","prod20",2,2023-12-22,71.66,35.83
"873","o480","cust038","prod15",10,2023-11-04,228.4,22.84
"874","o421","cust018","prod12",1,2024-01-03,30.79,30.79
"875","o448","cust006","prod09",4,2023-03-09,250.76,62.69
"876","o255","cust027","prod12",8,2022-07-12,246.32,30.79
"877","o384","cust095","prod01",1,2022-09-10,48.6,48.6
"878","o342","cust015","prod12",9,2022-09-10,277.11,30.79
"879","o032","cust089","prod02",2,2022-07-24,136.9,68.45
"880","o101","cust031","prod06",4,2022-08-17,369.76,92.44
"881","o097","cust052","prod11",6,2023-12-22,116.892,19.482
"882","o099","cust042","prod07",8,2023-07-07,74.464,9.308
"883","o433","cust006","prod08",4,2022-03-02,119.48,29.87
"884","o422","cust019","prod04",6,2022-01-25,171.36,28.56
"885","o403","cust020","prod14",1,2023-02-13,3.27,3.27
"886","o460","cust006","prod06",7,2023-07-07,647.08,92.44
"887","o048","cust083","prod05",3,2023-04-26,156.18,52.06
"888","o297","cust081","prod04",3,2022-02-06,85.68,28.56
"889","o036","cust090","prod04",10,2023-11-04,285.6,28.56
"890","o053","cust072","prod02",2,2023-06-01,136.9,68.45
"891","o082","cust054","prod06",5,2023-05-20,462.2,92.44
"892","o114","cust048","prod01",5,2023-05-20,243,48.6
"893","o059","cust066","prod06",8,2024-01-15,739.52,92.44
"894","o096","cust023","prod17",10,2022-12-27,78.88,7.888
"895","o219","cust092","prod02",4,2022-12-27,273.8,68.45
"896","o412","cust029","prod16",7,2022-01-13,132.412,18.916
"897","o418","cust090","prod13",6,2022-01-01,51.39,8.565
"898","o403","cust020","prod04",7,2023-02-13,199.92,28.56
"899","o319","cust044","prod08",8,2022-04-07,238.96,29.87
